trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
9,9,m2,c2,-4,v1,4,['left'],713
9,10,m2,v2,-4,v1,4,['left'],774
9,11,w1,c1,4,c2,-4,['right'],1088
9,12,w2,c2,-4,c1,4,['right'],1382
10,1,m1,c1,-4,v2,4,['left'],844
10,2,m2,v2,-4,c1,4,['left'],1067
10,3,m2,v2,-4,v1,4,['right'],554
11,1,w2,c2,-4,c1,4,['right'],885
12,1,m1,v1,4,c2,-4,['right'],789
12,2,w2,v1,-4,c1,4,['left'],799
12,3,w2,c2,4,v2,-4,['right'],504
12,4,m1,v1,-4,v2,4,['left'],676
12,5,m2,c2,4,v1,-4,['right'],850
12,6,m2,v2,4,c1,-4,['left'],826
13,1,m2,v2,4,v1,-4,['right'],1073
13,2,w1,c1,4,c2,-4,['left'],1344
14,1,m1,v1,4,c2,-4,['right'],675
14,2,w2,c2,-4,v2,4,['left'],857
14,3,w1,v2,4,v1,-4,['right'],1064
14,4,w2,v1,4,c1,-4,['right'],759
14,5,m2,c2,-4,c1,4,['left'],1050
14,6,m2,v2,4,v1,-4,['right'],881
14,7,m2,v2,4,c1,-4,['right'],1287
14,8,m1,v1,-4,c2,4,['left'],1109
14,9,w2,v1,4,v2,-4,['right'],994
14,10,m2,c2,4,v1,-4,['right'],1379
14,11,w1,c1,-4,c2,4,['right'],1357
15,1,w1,c1,4,c2,-4,['left'],638
16,1,m2,v2,-4,v1,4,['left'],941
16,2,w1,c1,4,v1,-4,['left'],1033
17,1,m2,c2,-4,v1,4,['left'],677
17,2,w1,c1,4,v1,-4,['right'],1275
17,3,m1,v1,-4,v2,4,['left'],1106
17,4,w2,v1,-4,c1,4,['right'],791
18,1,w2,v1,-4,v2,4,['left'],877
18,2,m1,c1,-4,c2,4,['right'],667
19,1,w1,v2,-4,v1,4,['left'],1226
19,2,m2,v2,4,c1,-4,['right'],1011
19,3,m1,v1,-4,v2,4,['left'],691
19,4,w1,v2,4,v1,-4,['right'],648
19,5,m2,v2,-4,c1,4,['left'],1312
19,6,m2,c2,-4,c1,4,['left'],997
19,7,m1,c1,-4,v2,4,['right'],862
20,1,m2,v2,-4,v1,4,['left'],1339
20,2,m2,c2,4,v1,-4,['right'],1175
20,3,w2,v1,4,v2,-4,['right'],802
20,4,w2,v1,-4,c1,4,['left'],699
20,5,m2,v2,4,c1,-4,['right'],1488
20,6,w1,v2,-4,c2,4,['right'],1222
21,1,m2,c2,-4,v1,4,['left'],1058
21,2,w1,c1,4,c2,-4,['right'],786
21,3,m1,c1,-4,c2,4,['left'],923
21,4,m2,v2,-4,c1,4,['left'],880
21,5,w2,v1,4,c1,-4,['right'],742
21,6,m2,v2,-4,v1,4,['left'],785
21,7,w2,c2,-4,c1,4,['right'],961
22,1,m2,v2,-4,c1,4,['left'],1030
22,2,m1,c1,-4,c2,4,['right'],869
23,1,w2,v1,-4,c1,4,['left'],735
23,2,m1,c1,4,c2,-4,['right'],979
23,3,w1,c1,-4,c2,4,['right'],885
24,1,m2,c2,4,v1,-4,['right'],1038
24,2,w1,c1,4,v1,-4,['right'],1374
24,3,m1,v1,-4,v2,4,['left'],784
24,4,m1,v1,4,c2,-4,['left'],826
25,1,w1,c1,4,v1,-4,['left'],1575
26,1,m2,c2,-4,c1,4,['left'],1161
26,2,w2,c2,4,v2,-4,['right'],763
26,3,m2,v2,4,c1,-4,['right'],1614
26,4,m1,c1,-4,v2,4,['left'],807
26,5,m2,c2,-4,c1,4,['left'],784
26,6,m1,v1,4,c2,-4,['right'],834
26,7,w1,c1,4,c2,-4,['right'],961
26,8,w2,v1,4,v2,-4,['right'],1172
26,9,w2,c2,4,v2,-4,['right'],822
26,10,m1,c1,4,v2,-4,['right'],1031
26,11,m1,v1,-4,v2,4,['left'],671
26,12,w1,c1,4,v1,-4,['right'],1365
26,13,w1,v2,-4,v1,4,['left'],1200
26,14,w2,v1,-4,v2,4,['left'],969
26,15,w1,v2,-4,v1,4,['left'],844
26,16,m2,v2,4,c1,-4,['right'],1867
