trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m1,v1,-4,c2,4,['left'],3124
2,1,m1,v1,4,v2,-4,['left'],1698
3,1,w1,c1,-4,v1,4,['left'],1574
3,2,w2,c2,-4,c1,4,['right'],1840
4,1,w1,c1,-4,v1,4,['left'],3116
5,1,m2,c2,4,c1,-4,['right'],1584
5,2,m1,v1,-4,c2,4,['left'],1746
5,3,m2,c2,-4,v1,4,['left'],1245
5,4,m1,c1,-4,c2,4,['left'],1628
5,5,m1,v1,-4,v2,4,['left'],1340
5,6,m1,c1,-4,v2,4,['right'],1768
6,1,m2,v2,-4,v1,4,['left'],2060
6,2,w1,v2,4,v1,-4,['right'],1170
6,3,w2,v1,4,c1,-4,['right'],2221
6,4,w2,c2,4,c1,-4,['right'],1942
6,5,m2,c2,-4,v1,4,['left'],1914
6,6,w1,c1,-4,c2,4,['right'],3199
7,1,m1,c1,4,v2,-4,['right'],1773
7,2,w2,c2,4,v2,-4,['right'],2424
7,3,w2,v1,4,v2,-4,['right'],2945
8,1,m1,c1,4,c2,-4,['right'],1435
8,2,w2,v1,4,c1,-4,['right'],2122
8,3,m1,v1,-4,c2,4,['left'],1119
8,4,m2,v2,4,c1,-4,['right'],1820
8,5,w1,v2,-4,v1,4,['left'],1109
8,6,w2,c2,4,v2,-4,['right'],2034
8,7,m2,c2,4,c1,-4,['right'],1218
8,8,w2,v1,-4,v2,4,['left'],1595
8,9,m1,v1,4,v2,-4,['right'],1036
8,10,w2,c2,-4,c1,4,['left'],1980
8,11,m1,c1,4,c2,-4,['right'],982
8,12,m2,c2,4,v1,-4,['right'],1496
8,13,w1,c1,4,c2,-4,['right'],1797
8,14,m2,v2,-4,c1,4,['left'],1943
8,15,w1,c1,4,c2,-4,['right'],1882
8,16,w1,v2,-4,c2,4,['left'],1176
