trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,c1,-4,v1,4,['left'],3650
2,1,w1,v2,-4,c2,4,['left'],1252
2,2,w1,c1,4,v1,-4,['left'],1043
3,1,m1,c1,-4,c2,4,['right'],2113
4,1,w1,v2,-4,v1,4,['left'],1227
4,2,w2,v1,4,c1,-4,['right'],1578
4,3,w2,c2,-4,v2,4,['left'],2421
4,4,m2,v2,4,v1,-4,['right'],1702
4,5,w1,c1,-4,v1,4,['left'],2139
4,6,w1,v2,4,c2,-4,['right'],1471
4,7,m1,v1,4,v2,-4,['right'],1942
4,8,w2,v1,4,c1,-4,['right'],2178
4,9,w1,c1,-4,v1,4,['left'],1605
4,10,m1,v1,4,v2,-4,['right'],1278
4,11,w2,c2,-4,c1,4,['left'],964
4,12,m2,c2,-4,v1,4,['left'],2470
4,13,m1,c1,4,v2,-4,['right'],2677
5,1,m2,c2,-4,c1,4,['left'],1206
5,2,w1,c1,-4,c2,4,['left'],1423
5,3,m1,v1,4,v2,-4,['right'],888
5,4,w2,v1,4,c1,-4,['right'],982
5,5,m2,c2,-4,c1,4,['left'],968
5,6,m2,v2,4,v1,-4,['right'],1122
5,7,m1,c1,-4,v2,4,['left'],1159
5,8,m1,v1,-4,v2,4,['left'],930
5,9,w2,c2,4,c1,-4,['right'],678
5,10,w2,v1,-4,c1,4,['left'],971
5,11,w2,c2,4,c1,-4,['right'],1526
5,12,w1,c1,4,v1,-4,['left'],1178
6,1,w2,c2,4,c1,-4,['right'],815
6,2,m2,c2,-4,c1,4,['left'],808
6,3,m2,c2,-4,v1,4,['left'],905
6,4,w2,c2,-4,v2,4,['left'],766
6,5,m1,v1,-4,c2,4,['left'],1661
6,6,m2,v2,4,v1,-4,['right'],1067
6,7,w1,c1,4,v1,-4,['right'],1138
6,8,m1,c1,-4,c2,4,['left'],1085
6,9,w2,v1,-4,v2,4,['left'],1380
6,10,w1,v2,-4,v1,4,['left'],1037
6,11,m1,v1,-4,c2,4,['left'],1317
6,12,m1,c1,4,v2,-4,['right'],890
6,13,w2,v1,4,v2,-4,['right'],1144
6,14,w1,v2,-4,c2,4,['left'],1291
6,15,m2,v2,4,c1,-4,['right'],1289
6,16,w1,c1,4,v1,-4,['right'],1839
