trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m2,c2,-4,v1,4,['right'],2609
2,1,w1,c1,4,v1,-4,['right'],1239
2,2,m1,v1,4,c2,-4,['left'],1362
3,1,w2,v1,-4,v2,4,['left'],1248
3,2,w2,c2,-4,c1,4,['left'],3464
4,1,w2,v1,4,c1,-4,['right'],1849
4,2,w1,v2,-4,v1,4,['left'],897
4,3,w2,c2,-4,v2,4,['left'],2541
5,1,m1,c1,-4,v2,4,['left'],1331
5,2,w2,v1,-4,c1,4,['left'],903
5,3,m1,c1,4,c2,-4,['left'],1284
6,1,w1,v2,-4,v1,4,['left'],1117
6,2,w2,v1,-4,v2,4,['left'],1402
6,3,m2,v2,-4,v1,4,['left'],1099
6,4,w1,c1,-4,v1,4,['left'],1256
6,5,m2,c2,-4,v1,4,['left'],1047
6,6,m1,v1,-4,c2,4,['left'],1647
6,7,w2,v1,-4,c1,4,['left'],1190
6,8,w2,c2,-4,v2,4,['left'],1320
6,9,m1,c1,-4,v2,4,['left'],1629
6,10,m2,v2,4,c1,-4,['right'],1421
6,11,m1,c1,-4,c2,4,['left'],2557
7,1,w2,c2,-4,c1,4,['left'],1103
7,2,m1,c1,-4,v2,4,['right'],1452
8,1,m1,c1,-4,v2,4,['left'],1363
8,2,m1,v1,-4,v2,4,['left'],1278
8,3,w2,v1,-4,v2,4,['left'],772
8,4,w1,c1,4,c2,-4,['left'],1518
9,1,m1,c1,-4,v2,4,['left'],690
9,2,w1,c1,4,v1,-4,['left'],880
10,1,m2,c2,4,c1,-4,['right'],1635
10,2,w2,c2,4,v2,-4,['right'],1707
10,3,m2,v2,4,v1,-4,['left'],929
11,1,m1,v1,4,v2,-4,['right'],1058
11,2,w1,c1,4,v1,-4,['right'],1001
11,3,w2,c2,-4,c1,4,['left'],818
11,4,w2,c2,-4,v2,4,['left'],1058
11,5,m1,c1,-4,c2,4,['left'],1154
11,6,w1,v2,-4,c2,4,['left'],861
11,7,m2,v2,4,c1,-4,['right'],1116
11,8,m2,v2,4,c1,-4,['right'],776
11,9,m1,c1,-4,c2,4,['left'],1194
11,10,w1,v2,4,c2,-4,['right'],1187
11,11,w2,v1,-4,c1,4,['left'],893
11,12,m1,v1,-4,v2,4,['left'],1722
11,13,w1,c1,4,c2,-4,['left'],1399
12,1,m1,v1,-4,v2,4,['left'],819
12,2,m2,v2,4,c1,-4,['right'],860
12,3,m1,c1,4,c2,-4,['right'],1106
12,4,w2,c2,4,v2,-4,['right'],1063
12,5,w1,c1,-4,c2,4,['left'],1526
12,6,w2,v1,-4,v2,4,['left'],739
12,7,m1,v1,-4,v2,4,['left'],814
12,8,w1,c1,4,v1,-4,['right'],943
12,9,w2,v1,4,v2,-4,['right'],859
12,10,w2,c2,4,v2,-4,['right'],1226
12,11,w1,v2,-4,v1,4,['left'],810
12,12,m2,c2,4,v1,-4,['left'],1235
13,1,w1,v2,-4,v1,4,['left'],994
13,2,m1,v1,4,v2,-4,['right'],715
13,3,w2,c2,-4,c1,4,['left'],1415
13,4,m1,c1,-4,c2,4,['right'],1888
14,1,w2,v1,4,c1,-4,['right'],859
14,2,w1,c1,4,v1,-4,['right'],906
14,3,m2,v2,-4,v1,4,['left'],1607
14,4,w2,c2,-4,c1,4,['left'],1648
14,5,w1,c1,4,c2,-4,['right'],776
14,6,m2,c2,4,v1,-4,['right'],2034
14,7,w2,c2,4,v2,-4,['right'],945
14,8,w2,v1,4,c1,-4,['right'],780
14,9,w1,v2,4,c2,-4,['right'],1014
14,10,m2,v2,-4,c1,4,['left'],918
14,11,w1,v2,4,c2,-4,['right'],1082
14,12,m1,c1,-4,c2,4,['left'],1620
14,13,m1,v1,4,v2,-4,['right'],1687
14,14,m1,v1,4,v2,-4,['right'],1101
14,15,m1,c1,4,c2,-4,['right'],1426
14,16,m2,c2,4,v1,-4,['right'],1778
