trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,v2,4,c2,-4,['right'],3107
2,1,w2,v1,-4,v2,4,['left'],1304
2,2,m1,v1,-4,v2,4,['left'],1533
2,3,m2,v2,-4,c1,4,['right'],2441
3,1,m1,c1,4,c2,-4,['right'],1663
3,2,w1,v2,-4,c2,4,['left'],1302
3,3,m2,c2,4,v1,-4,['left'],1987
4,1,m2,v2,4,c1,-4,['right'],1784
4,2,w1,v2,-4,c2,4,['left'],754
4,3,w2,c2,-4,c1,4,['right'],3365
5,1,w1,c1,-4,c2,4,['left'],1648
5,2,w2,v1,-4,c1,4,['left'],695
5,3,w2,v1,4,c1,-4,['right'],1492
5,4,w2,c2,4,c1,-4,['right'],2281
5,5,m1,c1,4,c2,-4,['right'],2271
5,6,m1,c1,4,c2,-4,['right'],1310
5,7,m2,c2,-4,v1,4,['left'],3098
6,1,w2,v1,-4,c1,4,['left'],728
6,2,w1,c1,4,c2,-4,['right'],2315
6,3,m2,v2,4,v1,-4,['right'],1008
6,4,m1,c1,4,v2,-4,['right'],1826
6,5,m1,c1,-4,v2,4,['left'],690
6,6,m2,c2,-4,v1,4,['right'],2152
7,1,m2,c2,4,v1,-4,['right'],1269
7,2,w1,c1,4,v1,-4,['right'],2132
7,3,w2,v1,-4,c1,4,['left'],712
7,4,w1,v2,4,c2,-4,['right'],741
7,5,m2,v2,4,c1,-4,['right'],1600
7,6,w1,c1,-4,v1,4,['left'],2250
7,7,m1,v1,4,v2,-4,['right'],3065
8,1,w2,v1,-4,c1,4,['left'],690
8,2,m2,v2,-4,c1,4,['left'],2000
8,3,w2,c2,-4,v2,4,['left'],1202
8,4,m2,c2,4,v1,-4,['right'],1947
8,5,w1,v2,4,v1,-4,['left'],1206
9,1,w1,c1,4,c2,-4,['right'],1339
9,2,m2,c2,-4,c1,4,['left'],1767
9,3,m2,v2,-4,v1,4,['left'],1057
9,4,w2,c2,4,v2,-4,['right'],1441
9,5,w1,c1,-4,c2,4,['left'],1225
9,6,w1,v2,-4,v1,4,['left'],1817
9,7,m1,c1,-4,v2,4,['left'],1738
9,8,w2,v1,4,v2,-4,['right'],734
9,9,m1,v1,4,v2,-4,['right'],1218
9,10,m1,c1,-4,c2,4,['right'],1723
10,1,w1,c1,-4,v1,4,['left'],1359
10,2,m2,c2,4,c1,-4,['right'],970
10,3,w2,v1,4,c1,-4,['right'],613
10,4,w2,c2,4,v2,-4,['right'],1165
10,5,m1,c1,-4,v2,4,['left'],1976
10,6,m1,c1,-4,v2,4,['left'],643
10,7,w1,v2,4,c2,-4,['right'],2522
11,1,w1,c1,-4,c2,4,['left'],1170
11,2,w2,v1,-4,c1,4,['left'],628
11,3,w2,v1,-4,v2,4,['left'],684
11,4,w1,c1,-4,c2,4,['left'],978
11,5,m1,c1,4,v2,-4,['right'],852
11,6,m1,c1,-4,c2,4,['left'],859
11,7,m2,c2,-4,v1,4,['left'],1370
11,8,m1,v1,4,c2,-4,['right'],1661
11,9,w1,v2,-4,c2,4,['left'],1091
11,10,w2,c2,-4,v2,4,['left'],1161
11,11,m2,c2,4,c1,-4,['right'],708
11,12,m2,v2,-4,v1,4,['right'],1849
12,1,m2,v2,4,c1,-4,['right'],1730
12,2,m2,c2,4,c1,-4,['right'],830
12,3,m1,c1,4,c2,-4,['right'],1021
12,4,w1,v2,4,c2,-4,['right'],542
12,5,m1,v1,-4,v2,4,['left'],1642
12,6,w1,c1,-4,v1,4,['left'],1434
12,7,w1,v2,4,v1,-4,['left'],1290
13,1,m1,c1,4,v2,-4,['left'],165
14,1,w1,v2,-4,c2,4,['left'],1569
14,2,m2,v2,4,c1,-4,['right'],1716
14,3,m2,v2,-4,v1,4,['left'],1976
14,4,m2,c2,-4,v1,4,['left'],850
14,5,m2,c2,-4,c1,4,['left'],665
14,6,w2,v1,4,c1,-4,['left'],1304
15,1,m2,v2,4,c1,-4,['right'],1893
15,2,w2,v1,-4,c1,4,['left'],1058
15,3,w2,c2,-4,v2,4,['left'],1160
15,4,m1,v1,4,c2,-4,['right'],2498
15,5,w1,c1,4,v1,-4,['right'],1704
15,6,w1,c1,4,v1,-4,['right'],1781
15,7,m1,v1,-4,v2,4,['left'],999
15,8,m1,c1,-4,v2,4,['left'],1888
15,9,w1,v2,-4,v1,4,['left'],1383
15,10,m2,c2,-4,v1,4,['left'],1049
15,11,w1,v2,-4,c2,4,['left'],824
15,12,m1,c1,4,c2,-4,['right'],1064
15,13,w2,c2,-4,c1,4,['left'],967
15,14,m2,c2,-4,c1,4,['left'],785
15,15,w2,v1,4,c1,-4,['right'],1483
15,16,m2,v2,-4,c1,4,['left'],1633
