trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,c1,4,v1,-4,['left'],2970
2,1,m2,v2,-4,v1,4,['left'],1731
2,2,w1,c1,4,v1,-4,['right'],2344
2,3,m1,v1,-4,v2,4,['left'],1555
2,4,m1,c1,-4,v2,4,['left'],2922
3,1,m2,v2,-4,c1,4,['left'],1898
3,2,w2,c2,4,c1,-4,['right'],1431
3,3,m2,c2,-4,c1,4,['left'],2086
3,4,m1,c1,-4,c2,4,['left'],1242
3,5,w2,v1,4,v2,-4,['right'],2382
3,6,m1,v1,4,v2,-4,['right'],1402
3,7,w1,v2,-4,c2,4,['left'],3960
4,1,m2,c2,-4,v1,4,['left'],2452
4,2,w2,v1,-4,c1,4,['left'],1495
4,3,w2,c2,4,c1,-4,['right'],2541
5,1,w2,c2,4,v2,-4,['right'],2092
5,2,m1,c1,4,v2,-4,['right'],1216
5,3,w2,v1,4,v2,-4,['right'],1470
5,4,w2,c2,4,c1,-4,['right'],2037
5,5,m2,v2,-4,c1,4,['left'],1317
5,6,m1,v1,-4,v2,4,['left'],1355
5,7,w1,c1,4,v1,-4,['right'],1441
5,8,w1,v2,-4,v1,4,['left'],2105
5,9,m1,c1,-4,v2,4,['left'],1606
5,10,w2,v1,-4,v2,4,['left'],1929
5,11,m2,c2,4,v1,-4,['left'],4675
6,1,w2,v1,-4,v2,4,['right'],2358
7,1,w1,c1,4,c2,-4,['right'],2957
8,1,m2,c2,-4,c1,4,['left'],1724
8,2,w1,c1,-4,c2,4,['left'],2720
9,1,m1,v1,4,v2,-4,['right'],1334
9,2,w1,c1,4,c2,-4,['right'],1552
9,3,m1,c1,4,c2,-4,['right'],1499
9,4,m2,v2,-4,c1,4,['left'],1440
9,5,w2,v1,-4,c1,4,['left'],1830
9,6,m2,v2,-4,v1,4,['left'],983
9,7,m1,v1,4,v2,-4,['right'],1449
9,8,w2,c2,-4,c1,4,['left'],1644
9,9,w2,c2,-4,c1,4,['left'],966
9,10,m1,c1,-4,v2,4,['left'],1144
9,11,w1,c1,-4,v1,4,['left'],1156
9,12,w1,v2,4,v1,-4,['left'],1825
10,1,m2,v2,4,v1,-4,['right'],1780
10,2,w2,c2,4,c1,-4,['right'],2356
10,3,w1,c1,-4,v1,4,['left'],1734
10,4,m1,c1,4,v2,-4,['right'],1020
10,5,m2,c2,4,v1,-4,['right'],1334
10,6,m1,c1,4,c2,-4,['right'],1031
10,7,w1,c1,-4,c2,4,['left'],1714
10,8,w2,v1,-4,v2,4,['left'],1894
10,9,w2,v1,4,v2,-4,['right'],1359
10,10,m1,v1,4,v2,-4,['right'],1022
10,11,m2,c2,-4,c1,4,['left'],1143
10,12,w1,v2,4,v1,-4,['right'],2043
10,13,m2,v2,-4,c1,4,['left'],1145
10,14,w1,v2,-4,c2,4,['left'],2632
11,1,m1,c1,-4,c2,4,['left'],1580
11,2,w2,c2,-4,v2,4,['left'],1808
11,3,w2,v1,-4,c1,4,['left'],1765
11,4,m2,v2,4,c1,-4,['right'],1148
11,5,w1,v2,4,v1,-4,['left'],1984
12,1,m2,c2,-4,v1,4,['left'],1087
12,2,w1,v2,-4,v1,4,['left'],997
12,3,m1,v1,-4,v2,4,['left'],1846
12,4,m2,v2,4,v1,-4,['right'],1391
12,5,m2,v2,-4,c1,4,['left'],1144
12,6,w2,c2,4,v2,-4,['right'],2116
12,7,m1,c1,4,c2,-4,['right'],1047
12,8,w2,v1,-4,c1,4,['left'],1574
12,9,w1,c1,4,v1,-4,['right'],1407
12,10,m2,c2,-4,c1,4,['left'],1268
12,11,w1,c1,4,c2,-4,['right'],875
12,12,m1,c1,-4,v2,4,['left'],1326
12,13,m1,v1,4,v2,-4,['right'],1163
12,14,w2,v1,-4,v2,4,['left'],1350
12,15,w2,c2,-4,c1,4,['left'],1465
12,16,w1,v2,-4,v1,4,['left'],1707
