trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,c1,4,v1,-4,['right'],3090
2,1,m1,v1,4,v2,-4,['right'],867
2,2,w1,v2,4,c2,-4,['right'],1842
2,3,w2,c2,-4,c1,4,['left'],2250
2,4,w2,v1,-4,v2,4,['left'],1874
2,5,m1,c1,4,v2,-4,['right'],1984
2,6,m1,v1,4,c2,-4,['right'],1123
2,7,m2,v2,4,c1,-4,['right'],3031
3,1,w2,v1,-4,v2,4,['left'],1979
3,2,w1,v2,4,c2,-4,['right'],1333
3,3,w2,c2,4,c1,-4,['right'],2153
3,4,m1,c1,-4,c2,4,['left'],2044
3,5,m1,v1,-4,c2,4,['left'],1188
3,6,m2,c2,-4,v1,4,['left'],1414
3,7,w2,v1,-4,c1,4,['left'],2287
3,8,m1,c1,4,c2,-4,['right'],1685
3,9,w1,v2,-4,c2,4,['left'],2019
3,10,m1,v1,-4,c2,4,['left'],2492
3,11,w1,c1,-4,v1,4,['left'],1498
3,12,m2,v2,4,c1,-4,['right'],1576
3,13,w1,c1,4,v1,-4,['right'],2554
4,1,w2,v1,4,v2,-4,['right'],1190
4,2,w2,v1,4,c1,-4,['right'],1248
4,3,w1,c1,-4,c2,4,['left'],1599
4,4,m2,v2,-4,c1,4,['left'],1265
4,5,w2,c2,4,v2,-4,['left'],1951
5,1,m2,c2,-4,c1,4,['right'],978
6,1,m2,v2,-4,v1,4,['left'],1281
6,2,m1,c1,4,v2,-4,['right'],959
6,3,w1,c1,-4,c2,4,['left'],1530
6,4,w2,v1,-4,v2,4,['left'],638
6,5,w2,v1,4,c1,-4,['right'],894
6,6,w1,v2,4,v1,-4,['right'],1211
6,7,m1,v1,-4,v2,4,['left'],948
6,8,m2,c2,-4,v1,4,['left'],1583
6,9,w1,c1,-4,c2,4,['left'],1593
6,10,m1,v1,-4,c2,4,['right'],1195
7,1,w1,c1,-4,c2,4,['left'],1677
7,2,w1,v2,-4,v1,4,['left'],1139
7,3,m1,v1,4,c2,-4,['left'],1335
8,1,m2,v2,-4,c1,4,['left'],899
8,2,w1,c1,-4,v1,4,['left'],1377
8,3,w2,v1,4,v2,-4,['right'],827
8,4,w2,v1,-4,v2,4,['left'],762
8,5,m1,c1,4,c2,-4,['right'],1221
8,6,w1,c1,-4,v1,4,['left'],1374
8,7,w1,v2,-4,v1,4,['left'],1296
8,8,m1,v1,4,v2,-4,['right'],1117
8,9,w1,v2,4,c2,-4,['right'],1306
8,10,m1,v1,-4,c2,4,['right'],1071
9,1,w1,c1,4,c2,-4,['right'],1128
9,2,w2,v1,4,v2,-4,['right'],1148
9,3,w2,c2,-4,v2,4,['left'],1263
9,4,w1,v2,-4,v1,4,['left'],942
9,5,m1,v1,-4,c2,4,['left'],1170
9,6,m1,c1,4,c2,-4,['right'],1708
9,7,m2,c2,-4,v1,4,['left'],2442
9,8,m1,v1,-4,c2,4,['left'],1410
9,9,w1,v2,4,v1,-4,['right'],1123
9,10,m2,v2,4,c1,-4,['right'],1183
9,11,m1,c1,-4,c2,4,['left'],1385
9,12,w1,c1,4,v1,-4,['right'],1385
9,13,m2,c2,4,c1,-4,['right'],1963
9,14,m2,v2,4,c1,-4,['right'],1958
9,15,w2,v1,4,v2,-4,['right'],789
9,16,w2,c2,-4,v2,4,['left'],1409
