trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,v2,4,v1,-4,['right'],1663
1,2,w2,c2,-4,v2,4,['left'],1509
1,3,m1,v1,4,v2,-4,['right'],5570
2,1,m2,v2,-4,c1,4,['right'],1353
3,1,w2,v1,-4,v2,4,['left'],1085
3,2,m1,c1,-4,v2,4,['left'],2219
3,3,w2,c2,-4,v2,4,['left'],1044
3,4,w2,v1,4,c1,-4,['right'],1547
3,5,m2,c2,-4,c1,4,['right'],1340
4,1,m1,v1,-4,c2,4,['left'],2203
4,2,w1,v2,-4,v1,4,['left'],844
4,3,w1,c1,-4,v1,4,['left'],1580
4,4,w2,v1,4,c1,-4,['right'],805
4,5,m1,c1,-4,v2,4,['left'],1591
4,6,m1,v1,4,v2,-4,['right'],1049
4,7,w2,c2,4,v2,-4,['right'],912
4,8,m2,c2,4,c1,-4,['left'],1284
5,1,m1,c1,-4,c2,4,['left'],1443
5,2,w1,c1,-4,v1,4,['left'],963
5,3,w1,c1,4,v1,-4,['right'],1781
5,4,m1,v1,4,v2,-4,['right'],2656
6,1,m2,c2,4,c1,-4,['left'],196
7,1,w2,v1,-4,c1,4,['left'],1535
7,2,m1,v1,4,v2,-4,['right'],1451
7,3,m1,c1,-4,c2,4,['left'],946
7,4,w1,v2,4,v1,-4,['right'],821
7,5,m1,c1,4,v2,-4,['right'],1163
7,6,w1,v2,4,c2,-4,['right'],1238
7,7,w2,c2,4,v2,-4,['right'],1622
7,8,w1,c1,4,v1,-4,['right'],1446
7,9,m2,c2,4,v1,-4,['right'],2261
7,10,m2,c2,-4,v1,4,['left'],2435
7,11,m2,v2,4,c1,-4,['right'],1892
7,12,w2,c2,-4,v2,4,['left'],1082
7,13,m2,v2,-4,v1,4,['left'],1984
7,14,w1,c1,-4,c2,4,['left'],1810
7,15,m1,v1,4,v2,-4,['right'],1835
7,16,w2,v1,4,c1,-4,['right'],1699
