trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m2,v2,-4,v1,4,['left'],2274
1,2,m2,c2,4,c1,-4,['right'],1512
1,3,w1,v2,-4,v1,4,['right'],1525
2,1,w2,c2,-4,v2,4,['left'],1332
2,2,w2,v1,4,v2,-4,['left'],1981
3,1,m2,v2,4,c1,-4,['right'],2571
4,1,m1,c1,-4,v2,4,['right'],1296
5,1,m1,c1,4,c2,-4,['left'],1696
6,1,m2,c2,-4,v1,4,['left'],1257
6,2,w1,v2,4,c2,-4,['right'],1649
6,3,m1,v1,-4,v2,4,['left'],1752
6,4,m1,v1,-4,c2,4,['left'],2730
7,1,w1,c1,-4,c2,4,['right'],1256
8,1,m2,c2,4,c1,-4,['right'],1061
8,2,m2,v2,-4,v1,4,['right'],1540
9,1,m1,c1,4,v2,-4,['right'],1806
9,2,w2,v1,4,c1,-4,['right'],1783
9,3,m1,c1,4,v2,-4,['right'],2033
9,4,m2,c2,4,c1,-4,['right'],833
9,5,w2,c2,4,c1,-4,['right'],1313
9,6,w2,v1,-4,v2,4,['left'],2022
9,7,w2,c2,-4,v2,4,['left'],1047
9,8,w1,v2,4,c2,-4,['right'],1454
9,9,m2,c2,4,c1,-4,['right'],1125
9,10,w1,v2,-4,v1,4,['left'],1770
9,11,m1,v1,-4,c2,4,['left'],2300
9,12,m2,v2,-4,c1,4,['left'],1890
9,13,w1,c1,-4,c2,4,['right'],2575
10,1,m1,c1,-4,v2,4,['left'],1811
10,2,m1,v1,-4,c2,4,['left'],2619
11,1,m2,c2,4,c1,-4,['right'],721
11,2,m2,v2,4,v1,-4,['right'],2174
11,3,w2,v1,-4,v2,4,['left'],1072
11,4,m1,c1,-4,c2,4,['left'],2167
11,5,w2,v1,4,c1,-4,['right'],1874
11,6,w1,c1,4,c2,-4,['right'],2681
12,1,m1,v1,-4,v2,4,['right'],1483
13,1,m1,c1,4,c2,-4,['right'],1651
13,2,m1,v1,4,v2,-4,['right'],2595
14,1,w1,c1,4,v1,-4,['right'],1404
14,2,w2,v1,-4,c1,4,['left'],1029
14,3,w1,v2,4,c2,-4,['right'],1389
14,4,m2,c2,-4,c1,4,['left'],767
14,5,m1,c1,-4,c2,4,['left'],1170
14,6,m2,c2,4,v1,-4,['right'],676
14,7,m2,v2,4,c1,-4,['right'],1947
14,8,m2,v2,4,c1,-4,['right'],1014
14,9,m1,v1,-4,c2,4,['left'],2047
14,10,m1,c1,4,c2,-4,['right'],1454
14,11,w1,v2,4,v1,-4,['right'],1214
14,12,w2,c2,-4,c1,4,['left'],1430
14,13,m1,v1,-4,v2,4,['left'],1908
14,14,w1,c1,4,v1,-4,['right'],1538
14,15,w2,c2,4,c1,-4,['right'],805
14,16,w2,v1,-4,c1,4,['left'],2367
