trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m2,c2,4,v1,-4,['right'],6002
2,1,m2,v2,-4,c1,4,['left'],855
2,2,w1,c1,-4,v1,4,['right'],894
3,1,m1,v1,-4,v2,4,['left'],1749
3,2,w1,c1,-4,v1,4,['left'],1272
3,3,w2,c2,4,c1,-4,['right'],935
3,4,m1,c1,-4,v2,4,['left'],1187
3,5,w1,v2,4,c2,-4,['left'],1732
4,1,w1,c1,4,v1,-4,['left'],1662
5,1,w1,v2,4,c2,-4,['right'],758
5,2,w2,c2,-4,c1,4,['left'],969
5,3,m2,v2,4,c1,-4,['right'],1051
5,4,m2,c2,-4,c1,4,['left'],1338
5,5,m1,v1,4,c2,-4,['right'],806
5,6,m1,v1,4,v2,-4,['right'],1087
5,7,m1,c1,4,c2,-4,['right'],1621
5,8,w1,c1,4,c2,-4,['right'],2270
5,9,m2,v2,4,c1,-4,['right'],1501
5,10,w2,c2,4,v2,-4,['right'],1450
5,11,w2,v1,4,v2,-4,['right'],2498
5,12,w1,c1,-4,v1,4,['left'],1695
5,13,w1,v2,-4,c2,4,['left'],1499
5,14,m1,c1,4,c2,-4,['right'],1024
5,15,w2,v1,-4,c1,4,['left'],977
5,16,m2,c2,-4,v1,4,['left'],1571
