trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,m2,v2,4,v1,-4,['right'],2008
1,2,m1,v1,-4,c2,4,['left'],3305
2,1,m2,v2,-4,c1,4,['left'],1185
2,2,w1,v2,4,v1,-4,['right'],1043
2,3,m2,v2,-4,c1,4,['left'],1082
2,4,w1,c1,4,c2,-4,['right'],1760
2,5,w2,v1,4,v2,-4,['right'],1515
2,6,m1,c1,4,v2,-4,['right'],1184
2,7,m2,c2,-4,v1,4,['left'],1105
2,8,m2,c2,-4,v1,4,['left'],846
2,9,w2,v1,4,v2,-4,['right'],1477
2,10,w2,c2,4,c1,-4,['right'],1723
2,11,m1,c1,4,v2,-4,['right'],1336
2,12,w1,c1,-4,v1,4,['left'],1570
2,13,m1,v1,-4,v2,4,['left'],1965
2,14,w2,c2,-4,c1,4,['left'],1359
2,15,w1,v2,-4,v1,4,['left'],1560
2,16,m1,v1,-4,c2,4,['left'],1707
