trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w1,c1,-4,v1,4,['left'],2244
1,2,w2,v1,-4,v2,4,['left'],1724
1,3,m2,v2,4,v1,-4,['right'],1904
1,4,w1,v2,-4,v1,4,['left'],2742
2,1,m1,v1,4,c2,-4,['right'],3915
3,1,w2,v1,-4,v2,4,['left'],1177
3,2,m1,v1,-4,v2,4,['right'],1115
4,1,w1,v2,4,v1,-4,['right'],1127
4,2,w2,c2,4,c1,-4,['right'],1355
4,3,w2,v1,4,v2,-4,['right'],1198
4,4,m2,c2,-4,v1,4,['left'],951
4,5,m1,c1,4,c2,-4,['left'],2411
5,1,m1,c1,4,c2,-4,['right'],748
5,2,w1,v2,-4,v1,4,['left'],1896
5,3,w2,c2,-4,v2,4,['left'],2685
6,1,m2,v2,-4,c1,4,['left'],1445
6,2,m2,v2,-4,v1,4,['left'],844
6,3,m2,c2,-4,c1,4,['left'],819
6,4,w2,c2,4,c1,-4,['right'],1139
6,5,w1,c1,4,c2,-4,['right'],1591
6,6,w1,c1,4,c2,-4,['right'],864
6,7,m1,v1,4,c2,-4,['right'],1030
6,8,m1,c1,4,c2,-4,['right'],710
6,9,w1,v2,-4,v1,4,['left'],1338
6,10,w2,v1,-4,c1,4,['left'],998
6,11,w2,v1,-4,c1,4,['left'],936
6,12,w2,c2,4,c1,-4,['right'],1491
6,13,m1,c1,4,v2,-4,['right'],1185
6,14,w1,v2,4,c2,-4,['right'],1339
6,15,m2,c2,-4,c1,4,['left'],807
6,16,m1,v1,-4,c2,4,['left'],1480
