trial, progress in trial, Presented Person, Smpled-Stim, SmpledStim-Location, FalseStim, FalseStim-Location, Pressed Key, Reaction Time
1,1,w2,c2,4,c1,-4,['right'],4296
2,1,m1,c1,4,v2,-4,['left'],1575
3,1,w2,c2,4,c1,-4,['right'],1051
3,2,w2,v1,4,c1,-4,['right'],1203
3,3,w2,c2,-4,c1,4,['left'],1196
3,4,m2,v2,-4,c1,4,['left'],2533
4,1,m2,c2,-4,v1,4,['left'],1197
4,2,m2,c2,-4,c1,4,['left'],934
4,3,w2,v1,4,v2,-4,['right'],1386
4,4,w2,v1,-4,v2,4,['left'],820
4,5,w1,v2,4,v1,-4,['right'],1061
4,6,w2,c2,4,c1,-4,['right'],1299
4,7,m1,c1,-4,v2,4,['left'],1073
4,8,m2,v2,4,v1,-4,['right'],1143
4,9,w1,c1,-4,c2,4,['right'],2682
5,1,m1,c1,-4,v2,4,['right'],1147
6,1,m1,v1,4,v2,-4,['right'],1690
6,2,m1,c1,-4,v2,4,['left'],2000
6,3,m1,c1,4,v2,-4,['right'],1162
6,4,w1,c1,-4,c2,4,['right'],1188
7,1,w2,v1,-4,v2,4,['left'],1414
7,2,m2,c2,-4,v1,4,['left'],1295
7,3,m1,c1,4,c2,-4,['right'],1188
7,4,w2,v1,4,c1,-4,['right'],1468
7,5,m1,v1,-4,v2,4,['right'],1259
8,1,m2,c2,4,c1,-4,['right'],2098
8,2,w1,v2,4,v1,-4,['left'],952
9,1,w1,c1,4,c2,-4,['right'],1906
9,2,m2,v2,-4,v1,4,['left'],2184
9,3,m1,c1,4,c2,-4,['right'],1258
9,4,m2,c2,4,c1,-4,['right'],2137
9,5,w2,c2,-4,v2,4,['left'],1029
9,6,m2,c2,-4,c1,4,['left'],1029
9,7,w1,v2,4,c2,-4,['right'],1037
9,8,w1,c1,4,c2,-4,['right'],1421
9,9,w2,v1,-4,c1,4,['right'],2670
10,1,m1,c1,4,v2,-4,['right'],2269
10,2,w2,c2,-4,c1,4,['left'],1996
10,3,w1,v2,-4,v1,4,['left'],1268
10,4,m2,v2,-4,c1,4,['left'],1946
10,5,w1,c1,4,v1,-4,['right'],1726
10,6,m2,c2,4,v1,-4,['right'],1683
10,7,w2,c2,-4,c1,4,['left'],1625
10,8,w1,c1,-4,c2,4,['left'],1681
10,9,w2,v1,-4,c1,4,['left'],1184
10,10,m2,c2,-4,c1,4,['left'],2137
10,11,m1,v1,-4,v2,4,['left'],1253
10,12,w1,v2,4,v1,-4,['right'],1101
10,13,w2,v1,4,v2,-4,['right'],1186
10,14,m1,c1,4,v2,-4,['right'],2356
10,15,m2,v2,4,c1,-4,['right'],2256
10,16,m1,v1,4,v2,-4,['right'],1055
